Start	 End 	 Ontology	   Term				 ArtclTerm'
2734     2745    GO:0032502        developmental process         "Development"
2774     2785    GO:0003823        antigen binding               "antibodies."
2774     2785    GO:0019815        B cell receptor complex       "antibodies."
2774     2785    GO:0042571        immunoglobulin complex, circulating   "antibodies."
3092     3102    GO:0003823        antigen binding               "antibodies"
3092     3102    GO:0019815        B cell receptor complex       "antibodies"
3092     3102    GO:0042571        immunoglobulin complex, circulating   "antibodies"
3287     3291    GO:0034023        5-(carboxyamino)imidazole ribonucleotide mutase activity      "Pure"
3307     3315    GO:0016020        membrane                      "membrane"
3354     3362    GO:0016020        membrane                      "membrane"
3420     3428    GO:0003823        antigen binding               "antibody"
3420     3428    GO:0019815        B cell receptor complex       "antibody"
3420     3428    GO:0042571        immunoglobulin complex, circulating   "antibody"
3605     3612    GO:0005488        binding                       "Binding"
4086     4093    GO:0005634        nucleus                       "nucleus"
4283     4292    GO:0003675        obsolete protein              "proteins,"
4337     4343    GO:0005634        nucleus                       "nuclei"
4358     4365    GO:0051321        meiotic cell cycle            "meiotic"
4358     4365    GO:0007126        meiotic nuclear division      "meiotic"
4548     4556    GO:0003675        obsolete protein              "proteins"
4852     4862    GO:0005694        chromosome                    "chromosome"
4863     4870    GO:0019013        viral nucleocapsid            "cores)."
4871     4877    GO:0005634        nucleus                       "Nuclei"
4999     5009    GO:0003823        antigen binding               "antibodies"
4999     5009    GO:0019815        B cell receptor complex       "antibodies"
4999     5009    GO:0042571        immunoglobulin complex, circulating   "antibodies"
5250     5258    GO:0003823        antigen binding               "antibody"
5250     5258    GO:0019815        B cell receptor complex       "antibody"
5250     5258    GO:0042571        immunoglobulin complex, circulating   "antibody"
5845     5855    GO:0003823        antigen binding               "antibodies"
5845     5855    GO:0019815        B cell receptor complex       "antibodies"
5845     5855    GO:0042571        immunoglobulin complex, circulating   "antibodies"
6058     6067    GO:0051323        metaphase                     "Metaphase"
6109     6118    GO:0051323        metaphase                     "Metaphase"
6296     6301    GO:0005623        cell                          "cells"
6503     6512    GO:0051323        metaphase                     "metaphase"
6513     6519    GO:0005634        nucleus                       "nuclei"
6524     6536    GO:0005694        chromosome                    "chromosomes."
809      820     GO:0005694        chromosome                    "Chromosomes"
854      864     GO:0003823        antigen binding               "Antibodies"
854      864     GO:0019815        B cell receptor complex       "Antibodies"
854      864     GO:0042571        immunoglobulin complex, circulating   "Antibodies"
1042     1051    GO:0051323        metaphase                     "Metaphase"
1504     1515    GO:0003823        antigen binding               "antibodies,"
1504     1515    GO:0019815        B cell receptor complex       "antibodies,"
1504     1515    GO:0042571        immunoglobulin complex, circulating   "antibodies,"
1795     1802    GO:0051321        meiotic cell cycle            "meiotic"
1795     1802    GO:0007126        meiotic nuclear division      "meiotic"
1807     1830    GO:0009048        dosage compensation by inactivation of X chromosome   "chromosome inactivation"
1838     1845    GO:0051321        meiotic cell cycle            "meiotic"
1838     1845    GO:0007126        meiotic nuclear division      "meiotic"
1868     1877    GO:0000785        chromatin                     "chromatin"
1955     1975    GO:0000795        synaptonemal complex          "synaptonemal complex"
